"size","gender","age","edu","wealthC"
4,"2",29,2,5
4,"1",37,2,5
4,"1",7,0,5
4,"1",10,1,5
8,"1",49,2,5
8,"2",47,2,5
8,"2",21,3,5
8,"2",16,1,5
8,"1",14,2,5
8,"2",5,0,5
8,"1",2,0,5
8,"1",25,2,5
7,"2",28,2,5
7,"1",34,2,5
7,"1",18,2,5
7,"1",18,1,5
7,"2",67,0,5
7,"2",6,0,5
7,"2",0,0,5
2,"1",35,2,5
2,"1",16,2,5
10,"1",47,2,5
10,"2",30,2,5
10,"1",9,0,5
10,"2",34,0,5
10,"2",13,2,5
10,"2",10,1,5
10,"1",11,1,5
10,"1",3,0,5
10,"2",4,0,5
10,"2",0,0,5
6,"1",25,2,4
6,"1",18,1,4
6,"2",60,0,4
6,"2",5,0,4
6,"2",20,2,4
6,"2",36,0,4
3,"1",49,3,5
3,"1",13,2,5
3,"2",10,2,5
6,"2",29,2,3
6,"2",14,1,3
6,"2",12,1,3
6,"1",6,0,3
6,"1",4,0,3
6,"1",1,0,3
2,"1",86,1,3
2,"2",52,1,3
1,"2",29,2,4
